Summer 2010 [Final],OCR,GCSE, Engineering:Impact of Modern Technologies on Engineering (Examined Unit):Written Paper  ,A624/02,1h 00m ,20 May 2010, Thursday pm  
Summer 2009 [Final],OCR,GCE, Biology:Options in Biology:Microbiology and Biotechnology (Written Paper)  ,2805/04,1h 30m ,17 June 2009, Wednesday pm  
Summer 2009 [Final],AQA,GCE, Biology B 6 Written  ,BYB6,2h 15m ,17 June 2009, Wednesday pm  
Summer 2009 [Final],AQA,GCE, Biology B 7 Written  ,BYB7,2h 15m ,17 June 2009, Wednesday pm  
January 2009 [Final],AQA,GCE, Biology 1 (New Specification) Written  ,BIOL1,1h 15m ,8 January 2009, Thursday am  
Summer 2012 [Final],Edexcel,GCSE, HISTORY B UNIT 3D : THE WORK OF THE HISTORIAN  ,5HB03,1h 15m ,12 June 2012, Tuesday pm  
Summer 2012 [Final],WJEC,GCSE, History Route A/B Unit 1/2 Germany in transition 1929-1947  ,427901,1h     ,12 June 2012, Tuesday pm  
Summer 2012 [Final],WJEC,GCSE, History Route A Unit 1/2 China under Mao Zedong 1949-1976  ,427501,1h     ,12 June 2012, Tuesday pm  
Summer 2012 [Final],Edexcel,GCSE, HISTORY A UNIT 3C: DIVIDED UNION THE USA 1945 - 1970  ,5HA03,1h 15m ,12 June 2012, Tuesday pm  
Summer 2012 [Final],OCR,GCSE," History:Aspects of Int'l Relations,1919-2005 &amp; chosen Depth Study:Causes &amp; Events of WW1, 1890-1918  ",A971/15,2h 00m ,12 June 2012, Tuesday pm  
Summer 2012 [Final],WJEC,GCSE, History Route A Unit 1/2 Wales &amp; England in the early twentieth century 1900-1919  ,427201,1h     ,12 June 2012, Tuesday pm  
Summer 2012 [Final],WJEC,GCSE, History Route B Unit 1/2 Westward migration:the American West 1840-1895  ,428101,1h     ,12 June 2012, Tuesday pm  
Summer 2012 [Final],WJEC,GCSE, History Route A/B Unit 1/2 Popular movements in Wales &amp; England 1815-1848  ,427701,1h     ,12 June 2012, Tuesday pm  
Summer 2009 [Final],CCEA,GCSE, GCSE Business Studies Case Stu  ,G3704,1h 00m ,22 May 2009, Friday am  
Summer 2009 [Final],OCR,GCSE, Business Studies A:Paper 7 - Case Study (Foundation)  ,1951/07,1h 30m ,22 May 2009, Friday am  
Summer 2009 [Final],AQA,GCSE, Business Studies (Short Course) Written  ,3133/9/1H,1h 15m ,22 May 2009, Friday am  
Summer 2009 [Final],OCR,GCSE, Business Studies:Business in its Environment:Written Paper (Higher)  ,2323/02,1h 15m ,22 May 2009, Friday am  
Summer 2009 [Final],OCR,GCSE, Business Studies:Business in its Environment:Written Paper (Foundation)  ,2323/01,1h 15m ,22 May 2009, Friday am  
Summer 2009 [Final],OCR,GCSE, Business Studies A:Case Study Paper (Foundation)  ,1051/03,1h 00m ,22 May 2009, Friday am  
Summer 2009 [Final],AQA,GCSE, Business Studies B Written  ,3133/9/1F,1h 15m ,22 May 2009, Friday am  
Summer 2009 [Final],CCEA,GCSE, GCSE Business Studies Case Stu  ,G3705,1h 00m ,22 May 2009, Friday am  
Summer 2009 [Final],OCR,GCSE, Business Studies A:Case Study Paper (Higher)  ,1051/04,1h 00m ,22 May 2009, Friday am  
Summer 2009 [Final],AQA,GCSE, Business Studies (Short Course) Written  ,3133/9/1F,1h 15m ,22 May 2009, Friday am  
Summer 2010 [Final],WJEC,GCSE, Personal &amp; Social Education (New Specification)  ,493101,1h 30m ,28 May 2010, Friday pm  
January 2010 [Final],AQA,GCE, Biology A 6  ,BYA6,1h 30m ,19 January 2010, Tuesday pm  
January 2009 [Final],AQA,GCE, Mathematics - Statistics 1B Written  ,MS/SS1B,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],AQA,GCE, Mathematics - Statistics 1A/W Written  ,MS/SS1A/W,1h 15m ,9 January 2009, Friday am  
January 2009 [Final],OCR,GCSE, Mathematics B (MEI): Foundation Paper 1:Written Paper  ,B291/01,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],AQA,GCE, Mathematics - Pure Core 1 Written    ,MPC1,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],WJEC,GCE, Mathematics C1  (Legacy)  ,097301,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],OCR,GCSE, Mathematics A:Paper 3 (Higher)  ,J512/03,2h 00m ,9 January 2009, Friday am  
January 2009 [Final],Edexcel,GCE, MATHEMATICS CORE MATHEMATICS C2  ,6664 01,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],OCR,GCE, Mathematics: Core Mathematics 1:Written Paper  ,4721/01,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],OCR,GCSE, Mathematics B (MEI): Higher Paper 3:Written Paper  ,B263/01,1h 30m ,9 January 2009, Friday am  
January 2009 [Final],OCR,GCSE, Mathematics B (MEI): Higher Paper 3:Written Paper  ,B293/01,1h 30m ,9 January 2009, Friday am  
Summer 2012 [Final],AQA,FSMQ, Data Handling    ,4986,1h 15m ,14 May 2012, Monday pm  
January 2011 [Final],WJEC,GCSE, Health &amp; Social Care Unit 2  ,472201,1h 15m ,25 January 2011, Tuesday pm  
January 2011 [Final],OCR,GCSE, Health and Social Care:Safeguarding and Protecting Individuals:Written Paper  ,A914/02,1h 00m ,25 January 2011, Tuesday pm  
January 2011 [Final],WJEC,GCSE, Health &amp; Social Care Unit 3  ,472301,1h 15m ,27 January 2011, Thursday am  
January 2011 [Final],Edexcel,GCE, HEALTH AND SOCIAL CARE: HUMAN BEHAVIOUR  ,6949 01,1h 30m ,27 January 2011, Thursday pm  
January 2011 [Final],CCEA,GCE, *Applied Health &amp; Social Care Unit 12  ,A6H61,2h 00m ,27 January 2011, Thursday pm  
January 2011 [Final],Edexcel,GCE, HEALTH AND SOCIAL CARE: HUMAN BEHAVIOUR  ,6949 01W,1h 30m ,27 January 2011, Thursday pm  
January 2011 [Final],OCR,GCE, Health and Social Care:Understanding human behaviour and development:Written Paper  ,F920/01,1h 30m ,27 January 2011, Thursday pm  
January 2011 [Final],AQA,GCE, Applied Health and Social Care 13  ,HC13,2h     ,27 January 2011, Thursday pm  
January 2011 [Final],AQA,GCE, Applied Health and Social Care 14  ,HC14,2h     ,31 January 2011, Monday pm  
January 2011 [Final],OCR,GCE, Health and Social Care:Anatomy and physiology in practice:Written Paper  ,F921/01,1h 30m ,31 January 2011, Monday pm  
Summer 2013 [Provisional],WJEC,GCSE, Mathematics Linked Pair (Pilot) Methods Unit 1 Foundation  ,436301,1h 30m ,11 June 2013, Tuesday am  
Summer 2013 [Provisional],WJEC,GCSE, Mathematics Linked Pair (Pilot) Methods Unit 1 Higher  ,436302,2h     ,11 June 2013, Tuesday am  
Summer 2013 [Provisional],WJEC,GCSE, Mathematics Linked Pair (Pilot) Applications Unit 1 Higher  ,436102,2h     ,14 June 2013, Friday am  
Summer 2013 [Provisional],WJEC,GCSE, Mathematics Linked Pair (Pilot) Applications Unit 1 Foundation  ,436101,1h 30m ,14 June 2013, Friday am  
Summer 2013 [Provisional],WJEC,GCSE, Mathematics Linked Pair (Pilot) Applications Unit 2 Foundation  ,436201,1h 30m ,20 June 2013, Thursday am  
Summer 2013 [Provisional],WJEC,GCSE, Mathematics Linked Pair (Pilot) Applications Unit 2 Higher  ,436202,2h     ,20 June 2013, Thursday am  
Summer 2011 [Final],OCR,GCSE, Religious Studies:Jewish Scriptures 2 (Talmud):Written Paper  ,B586/01,1h 00m ,16 June 2011, Thursday am  
Summer 2011 [Final],OCR,GCSE, Religious Studies:Muslim Texts 1 (Qur'an):Written Paper  ,B587/01,1h 00m ,16 June 2011, Thursday am  
Summer 2011 [Final],OCR,GCSE, Religious Studies:Christian Scriptures 1 (Mark):Written Paper  ,B583/01,1h 00m ,16 June 2011, Thursday am  
Summer 2011 [Final],WJEC,GCSE, Religious Studies Spec A Unit 8: Judaism  ,444801,1h 45m ,16 June 2011, Thursday am  
Summer 2011 [Final],OCR,GCSE, Religious Studies:Jewish Scriptures 1 (Tenakh):Written Paper  ,B585/01,1h 00m ,16 June 2011, Thursday am  
Summer 2011 [Final],OCR,GCSE, Religious Studies:Muslim Texts 2 (Sunnah and Hadith):Written Paper  ,B588/01,1h 00m ,16 June 2011, Thursday am  
Summer 2011 [Final],Edexcel,GCSE, Religious Studies Unit 16: Mark'S Gospel  ,5RS16,1h 30m ,16 June 2011, Thursday am  
Summer 2011 [Final],OCR,GCSE, Religious Studies:Christian Scriptures 2 (Luke):Written Paper  ,B584/01,1h 00m ,16 June 2011, Thursday am  
Summer 2011 [Final],CCEA,GCSE, Religious Studies Unit 9  ,GRS91,1h 30m ,16 June 2011, Thursday am  
Summer 2011 [Final],WJEC,GCSE, Religious Studies Spec A Unit 6: Hinduism  ,444601,1h 45m ,22 June 2011, Wednesday am  
Summer 2011 [Final],Edexcel,GCSE, English Literature Unit 2: Understanding Poetry (Foundation Paper)  ,5ET2F,1h 45m ,17 June 2011, Friday am  
Summer 2011 [Final] Changed,OCR,GCSE, English Literature:Literary Heritage Prose and Contemporary Poetry:Written Paper (Higher)  ,A664/02,1h 30m ,17 June 2011, Friday am  
Summer 2011 [Final],Edexcel,GCSE, English Literature Unit 2: Understanding Poetry (Higher Paper)  ,5ET2H,1h 45m ,17 June 2011, Friday am  
Summer 2013 [Provisional],OCR,GCE, Physics:Field and Particle Pictures:Written  ,G495/01,2h 00m ,13 June 2013, Thursday pm  
Summer 2013 [Provisional],OCR,GCE," Physics:Fields, Particles and Frontiers of Physics:Written  ",G485/01,2h 00m ,13 June 2013, Thursday pm  
Summer 2013 [Provisional],OCR,GCSE," Physics modules P4, P5, P6:Written - Foundation  ",B752/01,1h 30m ,18 June 2013, Tuesday am  
Summer 2013 [Provisional],OCR,GCSE," Physics modules P4, P5, P6:Written - Higher  ",B752/02,1h 30m ,18 June 2013, Tuesday am  
Summer 2013 [Provisional],OCR,GCE, Physics:Rise and Fall of the Clockwork Universe:Written  ,G494/01,1h 15m ,20 June 2013, Thursday am  
Summer 2013 [Provisional],OCR,GCE, Physics:The Newtonian World:Written  ,G484/01,1h 15m ,20 June 2013, Thursday am  
Summer 2013 [Provisional],OCR,GCSE, Physics A Module P7:Written - Higher  ,A183/02,1h 00m ,24 June 2013, Monday am  
Summer 2013 [Provisional],OCR,GCSE, Physics A Module P7:Written - Foundation  ,A183/01,1h 00m ,24 June 2013, Monday am  
Summer 2012 [Final],AQA,GCSE, Humanities Unit 1    ,40701,1h 15m ,28 May 2012, Monday am  
Summer 2012 [Final],AQA,GCSE, Humanities Unit 2  ,40702,1h 15m ,1 June 2012, Friday pm  
January 2010 [Final],AQA,GCE, General Studies A 2 (New Specification) }  ,GENA2/2,0h 00m ,18 January 2010, Monday am  
January 2010 [Final],AQA,GCE, General Studies A 2 (New Specification) }    ,GENA2/1,1h 30m ,18 January 2010, Monday am  
Summer 2013 [Provisional],WJEC,GCE, World Development WD1  ,139101,2h     ,16 May 2013, Thursday am  
Summer 2013 [Provisional],WJEC,GCE, World Development WD3  ,139301,3h     ,20 June 2013, Thursday pm  
Summer 2010 [Final],CCEA,GCE, Physics AS 3 Practical  ,AY131,1h 30m ,10 May 2010, Monday am  
Summer 2010 [Final],CCEA,GCE, Physics AS 3 Practical (Alternative)  ,AY132,1h 30m ,11 May 2010, Tuesday am  
Summer 2010 [Final],CCEA,GCE, Physics A2 3  ,AY231,1h 30m ,12 May 2010, Wednesday am  
Summer 2010 [Final],CCEA,GCE, Physics A2 3  ,AY232,1h 30m ,13 May 2010, Thursday am  
Summer 2010 [Final] Changed,OCR,GCSE," Physics A: Unit 2 (P4, P5, P6) Higher  ",A332/02,0h 40m ,26 May 2010, Wednesday am  
Summer 2010 [Final] Changed,OCR,GCSE," Physics A: Unit 2 (P4, P5, P6) Foundation  ",A332/01,0h 40m ,26 May 2010, Wednesday am  
Summer 2010 [Final],CCEA,GCE, Physics A2 1  ,AY211,1h 30m ,27 May 2010, Thursday pm  
Summer 2010 [Final],OCR,GCE, Physics:Mechanics:Written Paper  ,G481/01,1h 00m ,27 May 2010, Thursday pm  
Summer 2010 [Final],OCR,GCE, Physics:Physics in Action:Written Paper  ,G491/01,1h 00m ,27 May 2010, Thursday pm  
Summer 2010 [Final],OCR,GCE, Physics:Unifying Concepts in Physics/Experimental Skills 2:Experimental Skills 2 (Practical)  ,2826/03,1h 30m ,27 May 2010, Thursday pm  
Summer 2009 [Final],AQA,GCE, History 6 Option N Written  ,HS6N,1h 30m ,11 June 2009, Thursday am  
Summer 2009 [Final],AQA,GCE, History 6 Option C Written  ,HS6C,1h 30m ,11 June 2009, Thursday am  
Summer 2009 [Final],Edexcel,GCE, HISTORY THE TUDOR STATE 1547-58  ,6526 6A,1h 45m ,11 June 2009, Thursday am  
Summer 2009 [Final],AQA,GCE, History 6 Option B Written  ,HS6B,1h 30m ,11 June 2009, Thursday am  
Summer 2009 [Final],Edexcel,GCE, HISTORY THE CHARTIST EXPERIENCE  ,6526 6C,1h 45m ,11 June 2009, Thursday am  
Summer 2009 [Final],AQA,GCE, History 6 Option Q Written  ,HS6Q,1h 30m ,11 June 2009, Thursday am  
Summer 2009 [Final],AQA,GCE, History 6 Option S Written  ,HS6S,1h 30m ,11 June 2009, Thursday am  
Summer 2009 [Final],AQA,GCE, History 6 Option O Written  ,HS6O,1h 30m ,11 June 2009, Thursday am  
Summer 2009 [Final],AQA,GCE, History 6 Option F Written  ,HS6F,1h 30m ,11 June 2009, Thursday am  
Summer 2009 [Final],OCR,GCE, History:Themes in History 1066-1796:Paper 1 Medieval Themes 1066-1228  ,2590/11,1h 30m ,11 June 2009, Thursday am  
November 2010 [Final],WJEC,GCSE, English Paper 1 Foundation  ,15001,2h     ,8 November 2010, Monday am  
November 2010 [Final],Edexcel,GCSE, THE CRAFT OF THE WRITER  HIGHER PAPER  ,1204 4H,2h 00m ,8 November 2010, Monday am  
November 2010 [Final],WJEC,GCSE, English Paper 1 Higher  ,15005,2h     ,8 November 2010, Monday am  
November 2010 [Final],Edexcel,GCSE, THE CRAFT OF THE WRITER  HIGHER PAPER  ,1203 4H,2h 00m ,8 November 2010, Monday am  
November 2010 [Final],CCEA,GCSE, English 1 (Higher Tier)  ,G2903,2h 00m ,8 November 2010, Monday am  
November 2010 [Final],Edexcel,GCSE, THE CRAFT OF THE WRITER  FOUNDATION PAPER  ,1204 2F,2h 00m ,8 November 2010, Monday am  
November 2010 [Final],Edexcel,GCSE, THE CRAFT OF THE WRITER  FOUNDATION PAPER  ,1203 2F,2h 00m ,8 November 2010, Monday am  
November 2010 [Final],WJEC,GCSE, English Paper 2 Higher  ,15006,2h     ,10 November 2010, Wednesday am  
November 2010 [Final],Edexcel,GCSE, UNPREPARED MEDIA TEXTS HIGHER PAPER  ,1203 5H,2h 00m ,10 November 2010, Wednesday am  
November 2010 [Final],WJEC,GCSE, English Paper 2 Foundation  ,15002,2h     ,10 November 2010, Wednesday am  
Summer 2011 [Final],AQA,GCSE, Health and Social Care (Double Award) Unit 1 (New Specification)  ,48201,1h 15m ,16 June 2011, Thursday am  
Summer 2011 [Final],AQA,GCSE, Health and Social Care (Double Award) Unit 3 (New Specification)  ,48203,1h 15m ,21 June 2011, Tuesday pm  
Summer 2012 [Final] Changed,OCR,GCSE, English:Information and Ideas:Written Paper (Higher)  ,A680/02,2h 00m ,29 May 2012, Tuesday am  
Summer 2012 [Final] Changed,Edexcel,GCSE, ENGLISH UNIT 2: THE WRITERS' CRAFT HIGHER TIER  ,5EH2H,2h     ,29 May 2012, Tuesday am  
Summer 2009 [Final],AQA,GCE, Law 1 (New Specification) Written  ,LAW01,1h 30m ,22 May 2009, Friday pm  
Summer 2009 [Final],AQA,GCE, Law 2 (New Specification) Written  ,LAW02,1h 30m ,2 June 2009, Tuesday pm  
March 2011 [Final],Edexcel,GCSE, CHEMISTRY C2  ,5037 01,0h 20m ,3 March 2011, Thursday am  
March 2011 [Final],Edexcel,GCSE, CHEMISTRY UNIT C2  ,5017 01,0h 20m ,3 March 2011, Thursday am  
March 2011 [Final],Edexcel,GCSE, CHEMISTRY C1A  ,5035 01,0h 20m ,4 March 2011, Friday am  
March 2011 [Final],Edexcel,GCSE, CHEMISTRY UNIT C1B  ,5008 01,0h 20m ,4 March 2011, Friday am  
March 2011 [Final],Edexcel,GCSE, CHEMISTRY UNIT C1A  ,5007 01,0h 20m ,4 March 2011, Friday am  
March 2011 [Final],Edexcel,GCSE, CHEMISTRY C1B  ,5036 01,0h 20m ,4 March 2011, Friday am  
January 2011 [Final],AQA,GCE, Communication and Culture 1  ,COMM1,1h 45m ,14 January 2011, Friday am  
January 2011 [Final],AQA,GCE, Communication and Culture 3  ,COMM3,2h     ,25 January 2011, Tuesday am  
January 2010 [Final],AQA,GCE, Travel and Tourism 11    ,TT11,2h     ,25 January 2010, Monday am  
Summer 2009 [Final],Edexcel,GCSE, URDU READING FOUNDATION  ,1901 3F,0h 40m ,13 May 2009, Wednesday am  
Summer 2009 [Final],AQA,GCSE, Urdu (Listening)    ,3646/LF,0h 35m ,13 May 2009, Wednesday am  
Summer 2009 [Final],Edexcel,GCSE, URDU READING HIGHER  ,1901 3H,1h 00m ,13 May 2009, Wednesday am  
Summer 2009 [Final],AQA,GCSE, Urdu (Listening)    ,3646/LH,0h 45m ,13 May 2009, Wednesday am  
Summer 2009 [Final],Edexcel,GCSE, URDU LISTENING FOUNDATION  ,1901 1F,0h 35m ,13 May 2009, Wednesday am  
Summer 2009 [Final],Edexcel,GCSE, URDU LISTENING HIGHER  ,1901 1H,0h 45m ,13 May 2009, Wednesday am  
Summer 2009 [Final],AQA,GCSE, Urdu (Writing)  ,3646/WF,0h 40m ,21 May 2009, Thursday pm  
Summer 2009 [Final],AQA,GCSE, Urdu (Reading)  ,3646/RH,0h 50m ,21 May 2009, Thursday pm  
Summer 2009 [Final],Edexcel,GCSE, URDU WRITING FOUNDATION  ,1901 4F,0h 50m ,21 May 2009, Thursday pm  
Summer 2009 [Final],Edexcel,GCSE, URDU WRITING HIGHER  ,1901 4H,1h 00m ,21 May 2009, Thursday pm  
Summer 2012 [Final],Edexcel,GCSE, RELIGIOUS STUDIES UNIT 4: RELIGION AND LIFE BASED ON A STUDY OF ISLAM  ,5RS04,1h 30m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],Edexcel,GCSE, RELIGIOUS STUDIES UNIT 1: REL. AND LIFE BASED ON A STUDY OF CHRIST. AND AT LEAST ONE OTHER REL.  ,5RS01,1h 30m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],WJEC,GCSE, Religious Studies Spec B: Religion and Life Issues  ,445101,1h 45m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],Edexcel,GCSE, RELIGIOUS STUDIES UNIT 7: RELIGION AND LIFE BASED ON A STUDY OF SIKHISM  ,5RS07,1h 30m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],OCR,GCSE," Religious Studies:Christianity 1 (Beliefs, Special Days, Divisions and Interpretations):Written  ",B571/01,1h 00m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],CCEA,GCSE, Religious Studies Unit 1  ,GRS11,1h 30m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],OCR,GCSE," Religious Studies:Christianity (Roman Catholic) 2 (Worship,Community &amp; Family,Sacred Writings)  ",B574/01,1h 00m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],Edexcel,GCSE, RELIGIOUS STUDIES UNIT 3: RELIGION AND LIFE BASED ON A STUDY OF CATHOLIC CHRISTIANITY  ,5RS03,1h 30m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],OCR,GCSE," Religious Studies:Ethics 2 ( Peace and Justice, Equality, Media):Written Paper  ",B604/01,1h 00m ,15 May 2012, Tuesday pm  
Summer 2012 [Final],Edexcel,GCE, Religious Studies 1: Foundations  ,6RS01,1h 45m ,16 May 2012, Wednesday am  
Summer 2012 [Final],OCR,GCSE," Physics B: Unit 2 (P4, P5, P6) Foundation  ",B652/01,1h 00m ,20 June 2012, Wednesday am  
Summer 2012 [Final],OCR,GCSE," Physics B: Unit 2 (P4, P5, P6) Higher  ",B652/02,1h 00m ,20 June 2012, Wednesday am  
Summer 2012 [Final],OCR,GCSE," Physics A: Unit 1 (P1, P2, P3) Higher  ",A331/02,0h 40m ,22 June 2012, Friday pm  
Summer 2012 [Final],OCR,GCSE," Physics A: Unit 1 (P1, P2, P3) Foundation  ",A331/01,0h 40m ,22 June 2012, Friday pm  
Summer 2012 [Final],OCR,GCSE," Physics A Modules P1, P2, P3: Higher  ",A181/02,1h 00m ,22 June 2012, Friday pm  
Summer 2012 [Final],OCR,GCSE," Physics A Modules P1, P2, P3: Foundation  ",A181/01,1h 00m ,22 June 2012, Friday pm  
Summer 2012 [Final],CCEA,GCSE, Physics 2 (Foundation Tier)  ,G7603,1h 15m ,25 June 2012, Monday pm  
Summer 2012 [Final],CCEA,GCSE, Physics 2 (Higher Tier)  ,G7605,1h 45m ,25 June 2012, Monday pm  
Summer 2011 [Final],Edexcel,GCSE, Des. And Tech.: Elect. Prods. Unit 2 : Know. And Underst. Of Elect. Prods.  ,5EP02,1h 30m ,22 June 2011, Wednesday am  
Summer 2012 [Final],OCR,GCE," Gujarati: Listening, Reading and Writing 1:Written Paper  ",F883/01,2h 30m ,17 May 2012, Thursday am  
Summer 2012 [Final] Changed,OCR,GCSE, Gujarati: Writing:Written Paper  ,A814/01,1h 00m ,23 May 2012, Wednesday pm  
Summer 2012 [Final] Changed,OCR,GCSE, Gujarati: Listening:Written Paper  ,A811/01,0h 50m ,28 May 2012, Monday am  
Summer 2012 [Final] Changed,OCR,GCSE, Gujarati: Reading:Written Paper  ,A813/01,1h 00m ,30 May 2012, Wednesday am  
Summer 2012 [Final],OCR,GCE," Gujarati: Listening, Reading and Writing 2:Written Paper  ",F884/01,2h 45m ,31 May 2012, Thursday pm  
Summer 2012 [Final],AQA,GCSE, Psychology (Short Course) Unit 1  ,41801,1h 30m ,14 May 2012, Monday am  
November 2011 [Final],Edexcel,GCSE, CHEMISTRY IN OUR WORLD (HIGHER)  ,5CH1H,1h     ,9 November 2011, Wednesday am  
November 2011 [Final],Edexcel,GCSE, CHEMISTRY IN OUR WORLD (FOUNDATION)  ,5CH1F,1h     ,9 November 2011, Wednesday am  
November 2011 [Final],AQA,GCSE, Objective Test - paper based  ,CHY1AP,30m    ,15 November 2011, Tuesday am  
November 2011 [Final],AQA,GCSE, Objective Test - on screen  ,CH1BSF,30m    ,15 November 2011, Tuesday am  
November 2011 [Final],AQA,GCSE, Objective Test - paper based  ,CHY1BP,30m    ,15 November 2011, Tuesday am  
November 2011 [Final],AQA,GCSE, Objective Test - on screen  ,CH1ASF,30m    ,15 November 2011, Tuesday am  
November 2011 [Final],AQA,GCSE, Objective Test - on screen  ,CH1ASH,30m    ,15 November 2011, Tuesday am  
November 2011 [Final],AQA,GCSE, Objective Test - on screen  ,CH1BSH,30m    ,15 November 2011, Tuesday am  
Summer 2009 [Final],Edexcel,GCSE, SPANISH WRITING HIGHER  ,1246 4H,1h 00m ,20 May 2009, Wednesday am  
Summer 2009 [Final],WJEC,GCSE, Spanish Writing Foundation  ,21901,45m    ,20 May 2009, Wednesday am  
Summer 2009 [Final],AQA,GCSE, Spanish (Writing)  ,3691/WH,1h 00m ,20 May 2009, Wednesday am  
Summer 2009 [Final],AQA,GCSE, Spanish (Short Course) (Reading)  ,3697/RF,0h 20m ,20 May 2009, Wednesday am  
Summer 2009 [Final],CCEA,GCE, Spanish AS 2   Part 2  ,ASK22,1h 00m ,11 June 2009, Thursday pm  
Summer 2009 [Final],AQA,GCE, Spanish 4 Listening  Reading and Writing    ,SP04,2h 30m ,11 June 2009, Thursday pm  
Summer 2009 [Final],Edexcel,GCE, SPANISH PRESCRIBED TOPICS &amp; TEXTS  ,6815 01,2h 00m ,11 June 2009, Thursday pm  
Summer 2009 [Final],CCEA,GCE, Spanish AS 2 Section B &amp; C  ,AK122,2h 15m ,11 June 2009, Thursday pm  
